SrvcDstrctNm,DsbltyGrpNm,AgeBnd,PrtcpntCnt,SuppCatg,RprtDt,Key
Midwest-Gascoyne,ABI,19 to 24,11,ALL,31DEC2021,55089
Midwest-Gascoyne,ABI,19 to 24,11,Capacity Building,31DEC2021,55090
Midwest-Gascoyne,ABI,19 to 24,11,Capital,31DEC2021,55091
Midwest-Gascoyne,ABI,19 to 24,11,Core,31DEC2021,55092
Midwest-Gascoyne,ABI,25 to 34,11,ALL,31DEC2021,55093
Midwest-Gascoyne,ABI,25 to 34,11,Capacity Building,31DEC2021,55094
Midwest-Gascoyne,ABI,25 to 34,11,Core,31DEC2021,55096
Midwest-Gascoyne,ABI,35 to 44,11,ALL,31DEC2021,55097
Midwest-Gascoyne,ABI,35 to 44,11,Capacity Building,31DEC2021,55098
Midwest-Gascoyne,ABI,35 to 44,11,Core,31DEC2021,55100
Midwest-Gascoyne,ABI,45 to 54,11,ALL,31DEC2021,55101
Midwest-Gascoyne,ABI,45 to 54,11,Capacity Building,31DEC2021,55102
Midwest-Gascoyne,ABI,45 to 54,11,Capital,31DEC2021,55103
Midwest-Gascoyne,ABI,45 to 54,11,Core,31DEC2021,55104
Midwest-Gascoyne,ABI,55 to 64,11,ALL,31DEC2021,55105
Midwest-Gascoyne,ABI,55 to 64,11,Capacity Building,31DEC2021,55106
Midwest-Gascoyne,ABI,55 to 64,11,Capital,31DEC2021,55107
Midwest-Gascoyne,ABI,55 to 64,11,Core,31DEC2021,55108
Midwest-Gascoyne,ABI,65+,11,ALL,31DEC2021,55109
Midwest-Gascoyne,ABI,65+,11,Capacity Building,31DEC2021,55110
Midwest-Gascoyne,ABI,65+,11,Core,31DEC2021,55112
Midwest-Gascoyne,ABI,7 to 14,11,ALL,31DEC2021,55113
Midwest-Gascoyne,ABI,7 to 14,11,Capacity Building,31DEC2021,55114
Midwest-Gascoyne,ABI,7 to 14,11,Capital,31DEC2021,55115
Midwest-Gascoyne,ABI,7 to 14,11,Core,31DEC2021,55116
Midwest-Gascoyne,ABI,ALL,17,ALL,31DEC2021,55117
Midwest-Gascoyne,ABI,ALL,17,Capacity Building,31DEC2021,55118
Midwest-Gascoyne,ABI,ALL,11,Capital,31DEC2021,55119
Midwest-Gascoyne,ABI,ALL,17,Core,31DEC2021,55120
Midwest-Gascoyne,ALL,0 to 6,149,ALL,31DEC2021,55121
Midwest-Gascoyne,ALL,0 to 6,149,Capacity Building,31DEC2021,55122
Midwest-Gascoyne,ALL,0 to 6,11,Capital,31DEC2021,55123
Midwest-Gascoyne,ALL,0 to 6,100,Core,31DEC2021,55124
Midwest-Gascoyne,ALL,15 to 18,89,ALL,31DEC2021,55125
Midwest-Gascoyne,ALL,15 to 18,89,Capacity Building,31DEC2021,55126
Midwest-Gascoyne,ALL,15 to 18,11,Capital,31DEC2021,55127
Midwest-Gascoyne,ALL,15 to 18,74,Core,31DEC2021,55128
Midwest-Gascoyne,ALL,19 to 24,92,ALL,31DEC2021,55129
Midwest-Gascoyne,ALL,19 to 24,88,Capacity Building,31DEC2021,55130
Midwest-Gascoyne,ALL,19 to 24,15,Capital,31DEC2021,55131
Midwest-Gascoyne,ALL,19 to 24,84,Core,31DEC2021,55132
Midwest-Gascoyne,ALL,25 to 34,100,ALL,31DEC2021,55133
Midwest-Gascoyne,ALL,25 to 34,96,Capacity Building,31DEC2021,55134
Midwest-Gascoyne,ALL,25 to 34,21,Capital,31DEC2021,55135
Midwest-Gascoyne,ALL,25 to 34,96,Core,31DEC2021,55136
Midwest-Gascoyne,ALL,35 to 44,74,ALL,31DEC2021,55137
Midwest-Gascoyne,ALL,35 to 44,72,Capacity Building,31DEC2021,55138
Midwest-Gascoyne,ALL,35 to 44,21,Capital,31DEC2021,55139
Midwest-Gascoyne,ALL,35 to 44,71,Core,31DEC2021,55140
Midwest-Gascoyne,ALL,45 to 54,82,ALL,31DEC2021,55141
Midwest-Gascoyne,ALL,45 to 54,81,Capacity Building,31DEC2021,55142
Midwest-Gascoyne,ALL,45 to 54,36,Capital,31DEC2021,55143
Midwest-Gascoyne,ALL,45 to 54,78,Core,31DEC2021,55144
Midwest-Gascoyne,ALL,55 to 64,116,ALL,31DEC2021,55145
Midwest-Gascoyne,ALL,55 to 64,113,Capacity Building,31DEC2021,55146
Midwest-Gascoyne,ALL,55 to 64,59,Capital,31DEC2021,55147
Midwest-Gascoyne,ALL,55 to 64,114,Core,31DEC2021,55148
Midwest-Gascoyne,ALL,65+,23,ALL,31DEC2021,55149
Midwest-Gascoyne,ALL,65+,23,Capacity Building,31DEC2021,55150
Midwest-Gascoyne,ALL,65+,14,Capital,31DEC2021,55151
Midwest-Gascoyne,ALL,65+,23,Core,31DEC2021,55152
Midwest-Gascoyne,ALL,7 to 14,290,ALL,31DEC2021,55153
Midwest-Gascoyne,ALL,7 to 14,288,Capacity Building,31DEC2021,55154
Midwest-Gascoyne,ALL,7 to 14,22,Capital,31DEC2021,55155
Midwest-Gascoyne,ALL,7 to 14,184,Core,31DEC2021,55156
Midwest-Gascoyne,ALL,ALL,1015,ALL,31DEC2021,55157
Midwest-Gascoyne,ALL,ALL,999,Capacity Building,31DEC2021,55158
Midwest-Gascoyne,ALL,ALL,201,Capital,31DEC2021,55159
Midwest-Gascoyne,ALL,ALL,824,Core,31DEC2021,55160
Midwest-Gascoyne,Autism,0 to 6,63,ALL,31DEC2021,55161
Midwest-Gascoyne,Autism,0 to 6,66,Capacity Building,31DEC2021,55162
Midwest-Gascoyne,Autism,0 to 6,51,Core,31DEC2021,55164
Midwest-Gascoyne,Autism,15 to 18,52,ALL,31DEC2021,55165
Midwest-Gascoyne,Autism,15 to 18,48,Capacity Building,31DEC2021,55166
Midwest-Gascoyne,Autism,15 to 18,11,Capital,31DEC2021,55167
Midwest-Gascoyne,Autism,15 to 18,37,Core,31DEC2021,55168
Midwest-Gascoyne,Autism,19 to 24,40,ALL,31DEC2021,55169
Midwest-Gascoyne,Autism,19 to 24,36,Capacity Building,31DEC2021,55170
Midwest-Gascoyne,Autism,19 to 24,11,Capital,31DEC2021,55171
Midwest-Gascoyne,Autism,19 to 24,38,Core,31DEC2021,55172
Midwest-Gascoyne,Autism,25 to 34,22,ALL,31DEC2021,55173
Midwest-Gascoyne,Autism,25 to 34,17,Capacity Building,31DEC2021,55174
Midwest-Gascoyne,Autism,25 to 34,11,Capital,31DEC2021,55175
Midwest-Gascoyne,Autism,25 to 34,16,Core,31DEC2021,55176
Midwest-Gascoyne,Autism,35 to 44,11,ALL,31DEC2021,55177
Midwest-Gascoyne,Autism,35 to 44,11,Capacity Building,31DEC2021,55178
Midwest-Gascoyne,Autism,35 to 44,11,Core,31DEC2021,55180
Midwest-Gascoyne,Autism,45 to 54,11,ALL,31DEC2021,55181
Midwest-Gascoyne,Autism,45 to 54,11,Capacity Building,31DEC2021,55182
Midwest-Gascoyne,Autism,45 to 54,11,Core,31DEC2021,55184
Midwest-Gascoyne,Autism,55 to 64,11,ALL,31DEC2021,55185
Midwest-Gascoyne,Autism,55 to 64,11,Capacity Building,31DEC2021,55186
Midwest-Gascoyne,Autism,55 to 64,11,Core,31DEC2021,55188
Midwest-Gascoyne,Autism,7 to 14,230,ALL,31DEC2021,55193
Midwest-Gascoyne,Autism,7 to 14,226,Capacity Building,31DEC2021,55194
Midwest-Gascoyne,Autism,7 to 14,11,Capital,31DEC2021,55195
Midwest-Gascoyne,Autism,7 to 14,138,Core,31DEC2021,55196
Midwest-Gascoyne,Autism,ALL,420,ALL,31DEC2021,55197
Midwest-Gascoyne,Autism,ALL,415,Capacity Building,31DEC2021,55198
Midwest-Gascoyne,Autism,ALL,11,Capital,31DEC2021,55199
Midwest-Gascoyne,Autism,ALL,294,Core,31DEC2021,55200
Midwest-Gascoyne,Cerebral Palsy,0 to 6,11,ALL,31DEC2021,55201
Midwest-Gascoyne,Cerebral Palsy,0 to 6,11,Capacity Building,31DEC2021,55202
Midwest-Gascoyne,Cerebral Palsy,0 to 6,11,Capital,31DEC2021,55203
Midwest-Gascoyne,Cerebral Palsy,0 to 6,11,Core,31DEC2021,55204
Midwest-Gascoyne,Cerebral Palsy,15 to 18,11,ALL,31DEC2021,55205
Midwest-Gascoyne,Cerebral Palsy,15 to 18,11,Capacity Building,31DEC2021,55206
Midwest-Gascoyne,Cerebral Palsy,15 to 18,11,Capital,31DEC2021,55207
Midwest-Gascoyne,Cerebral Palsy,15 to 18,11,Core,31DEC2021,55208
Midwest-Gascoyne,Cerebral Palsy,19 to 24,11,ALL,31DEC2021,55209
Midwest-Gascoyne,Cerebral Palsy,19 to 24,11,Capacity Building,31DEC2021,55210
Midwest-Gascoyne,Cerebral Palsy,19 to 24,11,Capital,31DEC2021,55211
Midwest-Gascoyne,Cerebral Palsy,19 to 24,11,Core,31DEC2021,55212
Midwest-Gascoyne,Cerebral Palsy,25 to 34,11,ALL,31DEC2021,55213
Midwest-Gascoyne,Cerebral Palsy,25 to 34,11,Capacity Building,31DEC2021,55214
Midwest-Gascoyne,Cerebral Palsy,25 to 34,11,Capital,31DEC2021,55215
Midwest-Gascoyne,Cerebral Palsy,25 to 34,11,Core,31DEC2021,55216
Midwest-Gascoyne,Cerebral Palsy,35 to 44,11,ALL,31DEC2021,55217
Midwest-Gascoyne,Cerebral Palsy,35 to 44,11,Capacity Building,31DEC2021,55218
Midwest-Gascoyne,Cerebral Palsy,35 to 44,11,Capital,31DEC2021,55219
Midwest-Gascoyne,Cerebral Palsy,35 to 44,11,Core,31DEC2021,55220
Midwest-Gascoyne,Cerebral Palsy,45 to 54,11,ALL,31DEC2021,55221
Midwest-Gascoyne,Cerebral Palsy,45 to 54,11,Capacity Building,31DEC2021,55222
Midwest-Gascoyne,Cerebral Palsy,45 to 54,11,Capital,31DEC2021,55223
Midwest-Gascoyne,Cerebral Palsy,45 to 54,11,Core,31DEC2021,55224
Midwest-Gascoyne,Cerebral Palsy,55 to 64,11,ALL,31DEC2021,55225
Midwest-Gascoyne,Cerebral Palsy,55 to 64,11,Capacity Building,31DEC2021,55226
Midwest-Gascoyne,Cerebral Palsy,55 to 64,11,Core,31DEC2021,55228
Midwest-Gascoyne,Cerebral Palsy,7 to 14,11,ALL,31DEC2021,55233
Midwest-Gascoyne,Cerebral Palsy,7 to 14,11,Capacity Building,31DEC2021,55234
Midwest-Gascoyne,Cerebral Palsy,7 to 14,11,Capital,31DEC2021,55235
Midwest-Gascoyne,Cerebral Palsy,7 to 14,11,Core,31DEC2021,55236
Midwest-Gascoyne,Cerebral Palsy,ALL,35,ALL,31DEC2021,55237
Midwest-Gascoyne,Cerebral Palsy,ALL,35,Capacity Building,31DEC2021,55238
Midwest-Gascoyne,Cerebral Palsy,ALL,23,Capital,31DEC2021,55239
Midwest-Gascoyne,Cerebral Palsy,ALL,33,Core,31DEC2021,55240
Midwest-Gascoyne,Developmental delay,0 to 6,53,ALL,31DEC2021,55241
Midwest-Gascoyne,Developmental delay,0 to 6,54,Capacity Building,31DEC2021,55242
Midwest-Gascoyne,Developmental delay,0 to 6,11,Capital,31DEC2021,55243
Midwest-Gascoyne,Developmental delay,0 to 6,28,Core,31DEC2021,55244
Midwest-Gascoyne,Developmental delay,7 to 14,11,ALL,31DEC2021,55273
Midwest-Gascoyne,Developmental delay,7 to 14,11,Capacity Building,31DEC2021,55274
Midwest-Gascoyne,Developmental delay,ALL,54,ALL,31DEC2021,55277
Midwest-Gascoyne,Developmental delay,ALL,54,Capacity Building,31DEC2021,55278
Midwest-Gascoyne,Developmental delay,ALL,11,Capital,31DEC2021,55279
Midwest-Gascoyne,Developmental delay,ALL,30,Core,31DEC2021,55280
Midwest-Gascoyne,Global developmental delay,0 to 6,16,ALL,31DEC2021,55281
Midwest-Gascoyne,Global developmental delay,0 to 6,16,Capacity Building,31DEC2021,55282
Midwest-Gascoyne,Global developmental delay,0 to 6,11,Capital,31DEC2021,55283
Midwest-Gascoyne,Global developmental delay,0 to 6,11,Core,31DEC2021,55284
Midwest-Gascoyne,Global developmental delay,7 to 14,11,ALL,31DEC2021,55313
Midwest-Gascoyne,Global developmental delay,7 to 14,11,Capacity Building,31DEC2021,55314
Midwest-Gascoyne,Global developmental delay,7 to 14,11,Core,31DEC2021,55316
Midwest-Gascoyne,Global developmental delay,ALL,20,ALL,31DEC2021,55317
Midwest-Gascoyne,Global developmental delay,ALL,20,Capacity Building,31DEC2021,55318
Midwest-Gascoyne,Global developmental delay,ALL,11,Capital,31DEC2021,55319
Midwest-Gascoyne,Global developmental delay,ALL,11,Core,31DEC2021,55320
Midwest-Gascoyne,Hearing Impairment,0 to 6,11,ALL,31DEC2021,55321
Midwest-Gascoyne,Hearing Impairment,0 to 6,11,Capacity Building,31DEC2021,55322
Midwest-Gascoyne,Hearing Impairment,0 to 6,11,Core,31DEC2021,55324
Midwest-Gascoyne,Hearing Impairment,15 to 18,11,ALL,31DEC2021,55325
Midwest-Gascoyne,Hearing Impairment,15 to 18,11,Capacity Building,31DEC2021,55326
Midwest-Gascoyne,Hearing Impairment,15 to 18,11,Core,31DEC2021,55328
Midwest-Gascoyne,Hearing Impairment,19 to 24,11,ALL,31DEC2021,55329
Midwest-Gascoyne,Hearing Impairment,19 to 24,11,Capacity Building,31DEC2021,55330
Midwest-Gascoyne,Hearing Impairment,19 to 24,11,Core,31DEC2021,55332
Midwest-Gascoyne,Hearing Impairment,25 to 34,11,ALL,31DEC2021,55333
Midwest-Gascoyne,Hearing Impairment,25 to 34,11,Capacity Building,31DEC2021,55334
Midwest-Gascoyne,Hearing Impairment,25 to 34,11,Capital,31DEC2021,55335
Midwest-Gascoyne,Hearing Impairment,25 to 34,11,Core,31DEC2021,55336
Midwest-Gascoyne,Hearing Impairment,35 to 44,11,ALL,31DEC2021,55337
Midwest-Gascoyne,Hearing Impairment,35 to 44,11,Capacity Building,31DEC2021,55338
Midwest-Gascoyne,Hearing Impairment,35 to 44,11,Core,31DEC2021,55340
Midwest-Gascoyne,Hearing Impairment,45 to 54,11,ALL,31DEC2021,55341
Midwest-Gascoyne,Hearing Impairment,45 to 54,11,Capacity Building,31DEC2021,55342
Midwest-Gascoyne,Hearing Impairment,45 to 54,11,Core,31DEC2021,55344
Midwest-Gascoyne,Hearing Impairment,55 to 64,11,ALL,31DEC2021,55345
Midwest-Gascoyne,Hearing Impairment,55 to 64,11,Capacity Building,31DEC2021,55346
Midwest-Gascoyne,Hearing Impairment,55 to 64,11,Capital,31DEC2021,55347
Midwest-Gascoyne,Hearing Impairment,55 to 64,11,Core,31DEC2021,55348
Midwest-Gascoyne,Hearing Impairment,65+,11,ALL,31DEC2021,55349
Midwest-Gascoyne,Hearing Impairment,65+,11,Capacity Building,31DEC2021,55350
Midwest-Gascoyne,Hearing Impairment,65+,11,Core,31DEC2021,55352
Midwest-Gascoyne,Hearing Impairment,7 to 14,11,ALL,31DEC2021,55353
Midwest-Gascoyne,Hearing Impairment,7 to 14,11,Capacity Building,31DEC2021,55354
Midwest-Gascoyne,Hearing Impairment,7 to 14,11,Core,31DEC2021,55356
Midwest-Gascoyne,Hearing Impairment,ALL,32,ALL,31DEC2021,55357
Midwest-Gascoyne,Hearing Impairment,ALL,31,Capacity Building,31DEC2021,55358
Midwest-Gascoyne,Hearing Impairment,ALL,11,Capital,31DEC2021,55359
Midwest-Gascoyne,Hearing Impairment,ALL,32,Core,31DEC2021,55360
Midwest-Gascoyne,Intellectual Disability,0 to 6,11,ALL,31DEC2021,55361
Midwest-Gascoyne,Intellectual Disability,0 to 6,11,Capacity Building,31DEC2021,55362
Midwest-Gascoyne,Intellectual Disability,0 to 6,11,Core,31DEC2021,55364
Midwest-Gascoyne,Intellectual Disability,15 to 18,29,ALL,31DEC2021,55365
Midwest-Gascoyne,Intellectual Disability,15 to 18,26,Capacity Building,31DEC2021,55366
Midwest-Gascoyne,Intellectual Disability,15 to 18,11,Capital,31DEC2021,55367
Midwest-Gascoyne,Intellectual Disability,15 to 18,21,Core,31DEC2021,55368
Midwest-Gascoyne,Intellectual Disability,19 to 24,40,ALL,31DEC2021,55369
Midwest-Gascoyne,Intellectual Disability,19 to 24,36,Capacity Building,31DEC2021,55370
Midwest-Gascoyne,Intellectual Disability,19 to 24,11,Capital,31DEC2021,55371
Midwest-Gascoyne,Intellectual Disability,19 to 24,38,Core,31DEC2021,55372
Midwest-Gascoyne,Intellectual Disability,25 to 34,38,ALL,31DEC2021,55373
Midwest-Gascoyne,Intellectual Disability,25 to 34,39,Capacity Building,31DEC2021,55374
Midwest-Gascoyne,Intellectual Disability,25 to 34,11,Capital,31DEC2021,55375
Midwest-Gascoyne,Intellectual Disability,25 to 34,41,Core,31DEC2021,55376
Midwest-Gascoyne,Intellectual Disability,35 to 44,29,ALL,31DEC2021,55377
Midwest-Gascoyne,Intellectual Disability,35 to 44,33,Capacity Building,31DEC2021,55378
Midwest-Gascoyne,Intellectual Disability,35 to 44,11,Capital,31DEC2021,55379
Midwest-Gascoyne,Intellectual Disability,35 to 44,25,Core,31DEC2021,55380
Midwest-Gascoyne,Intellectual Disability,45 to 54,17,ALL,31DEC2021,55381
Midwest-Gascoyne,Intellectual Disability,45 to 54,16,Capacity Building,31DEC2021,55382
Midwest-Gascoyne,Intellectual Disability,45 to 54,11,Capital,31DEC2021,55383
Midwest-Gascoyne,Intellectual Disability,45 to 54,18,Core,31DEC2021,55384
Midwest-Gascoyne,Intellectual Disability,55 to 64,19,ALL,31DEC2021,55385
Midwest-Gascoyne,Intellectual Disability,55 to 64,21,Capacity Building,31DEC2021,55386
Midwest-Gascoyne,Intellectual Disability,55 to 64,11,Capital,31DEC2021,55387
Midwest-Gascoyne,Intellectual Disability,55 to 64,14,Core,31DEC2021,55388
Midwest-Gascoyne,Intellectual Disability,65+,11,ALL,31DEC2021,55389
Midwest-Gascoyne,Intellectual Disability,65+,11,Capacity Building,31DEC2021,55390
Midwest-Gascoyne,Intellectual Disability,65+,11,Capital,31DEC2021,55391
Midwest-Gascoyne,Intellectual Disability,65+,11,Core,31DEC2021,55392
Midwest-Gascoyne,Intellectual Disability,7 to 14,37,ALL,31DEC2021,55393
Midwest-Gascoyne,Intellectual Disability,7 to 14,33,Capacity Building,31DEC2021,55394
Midwest-Gascoyne,Intellectual Disability,7 to 14,11,Capital,31DEC2021,55395
Midwest-Gascoyne,Intellectual Disability,7 to 14,30,Core,31DEC2021,55396
Midwest-Gascoyne,Intellectual Disability,ALL,215,ALL,31DEC2021,55397
Midwest-Gascoyne,Intellectual Disability,ALL,206,Capacity Building,31DEC2021,55398
Midwest-Gascoyne,Intellectual Disability,ALL,41,Capital,31DEC2021,55399
Midwest-Gascoyne,Intellectual Disability,ALL,197,Core,31DEC2021,55400
Midwest-Gascoyne,Multiple Sclerosis,25 to 34,11,ALL,31DEC2021,55413
Midwest-Gascoyne,Multiple Sclerosis,25 to 34,11,Capacity Building,31DEC2021,55414
Midwest-Gascoyne,Multiple Sclerosis,25 to 34,11,Capital,31DEC2021,55415
Midwest-Gascoyne,Multiple Sclerosis,25 to 34,11,Core,31DEC2021,55416
Midwest-Gascoyne,Multiple Sclerosis,35 to 44,11,ALL,31DEC2021,55417
Midwest-Gascoyne,Multiple Sclerosis,35 to 44,11,Capacity Building,31DEC2021,55418
Midwest-Gascoyne,Multiple Sclerosis,35 to 44,11,Capital,31DEC2021,55419
Midwest-Gascoyne,Multiple Sclerosis,35 to 44,11,Core,31DEC2021,55420
Midwest-Gascoyne,Multiple Sclerosis,45 to 54,11,ALL,31DEC2021,55421
Midwest-Gascoyne,Multiple Sclerosis,45 to 54,11,Capacity Building,31DEC2021,55422
Midwest-Gascoyne,Multiple Sclerosis,45 to 54,11,Capital,31DEC2021,55423
Midwest-Gascoyne,Multiple Sclerosis,45 to 54,11,Core,31DEC2021,55424
Midwest-Gascoyne,Multiple Sclerosis,55 to 64,11,ALL,31DEC2021,55425
Midwest-Gascoyne,Multiple Sclerosis,55 to 64,11,Capacity Building,31DEC2021,55426
Midwest-Gascoyne,Multiple Sclerosis,55 to 64,11,Capital,31DEC2021,55427
Midwest-Gascoyne,Multiple Sclerosis,55 to 64,11,Core,31DEC2021,55428
Midwest-Gascoyne,Multiple Sclerosis,65+,11,ALL,31DEC2021,55429
Midwest-Gascoyne,Multiple Sclerosis,65+,11,Capacity Building,31DEC2021,55430
Midwest-Gascoyne,Multiple Sclerosis,65+,11,Capital,31DEC2021,55431
Midwest-Gascoyne,Multiple Sclerosis,65+,11,Core,31DEC2021,55432
Midwest-Gascoyne,Multiple Sclerosis,ALL,14,ALL,31DEC2021,55437
Midwest-Gascoyne,Multiple Sclerosis,ALL,14,Capacity Building,31DEC2021,55438
Midwest-Gascoyne,Multiple Sclerosis,ALL,11,Capital,31DEC2021,55439
Midwest-Gascoyne,Multiple Sclerosis,ALL,14,Core,31DEC2021,55440
Midwest-Gascoyne,Other,0 to 6,11,ALL,31DEC2021,55441
Midwest-Gascoyne,Other,0 to 6,11,Capacity Building,31DEC2021,55442
Midwest-Gascoyne,Other,0 to 6,11,Core,31DEC2021,55444
Midwest-Gascoyne,Other,35 to 44,11,ALL,31DEC2021,55457
Midwest-Gascoyne,Other,35 to 44,11,Capacity Building,31DEC2021,55458
Midwest-Gascoyne,Other,35 to 44,11,Capital,31DEC2021,55459
Midwest-Gascoyne,Other,35 to 44,11,Core,31DEC2021,55460
Midwest-Gascoyne,Other,45 to 54,11,ALL,31DEC2021,55461
Midwest-Gascoyne,Other,45 to 54,11,Capacity Building,31DEC2021,55462
Midwest-Gascoyne,Other,45 to 54,11,Capital,31DEC2021,55463
Midwest-Gascoyne,Other,45 to 54,11,Core,31DEC2021,55464
Midwest-Gascoyne,Other,55 to 64,11,ALL,31DEC2021,55465
Midwest-Gascoyne,Other,55 to 64,11,Capacity Building,31DEC2021,55466
Midwest-Gascoyne,Other,55 to 64,11,Capital,31DEC2021,55467
Midwest-Gascoyne,Other,55 to 64,11,Core,31DEC2021,55468
Midwest-Gascoyne,Other,65+,11,ALL,31DEC2021,55469
Midwest-Gascoyne,Other,65+,11,Capacity Building,31DEC2021,55470
Midwest-Gascoyne,Other,65+,11,Capital,31DEC2021,55471
Midwest-Gascoyne,Other,65+,11,Core,31DEC2021,55472
Midwest-Gascoyne,Other,ALL,12,ALL,31DEC2021,55477
Midwest-Gascoyne,Other,ALL,12,Capacity Building,31DEC2021,55478
Midwest-Gascoyne,Other,ALL,11,Capital,31DEC2021,55479
Midwest-Gascoyne,Other,ALL,12,Core,31DEC2021,55480
Midwest-Gascoyne,Other Neurological,15 to 18,11,ALL,31DEC2021,55485
Midwest-Gascoyne,Other Neurological,15 to 18,11,Capacity Building,31DEC2021,55486
Midwest-Gascoyne,Other Neurological,15 to 18,11,Core,31DEC2021,55488
Midwest-Gascoyne,Other Neurological,25 to 34,11,ALL,31DEC2021,55493
Midwest-Gascoyne,Other Neurological,25 to 34,11,Capacity Building,31DEC2021,55494
Midwest-Gascoyne,Other Neurological,25 to 34,11,Capital,31DEC2021,55495
Midwest-Gascoyne,Other Neurological,25 to 34,11,Core,31DEC2021,55496
Midwest-Gascoyne,Other Neurological,35 to 44,11,ALL,31DEC2021,55497
Midwest-Gascoyne,Other Neurological,35 to 44,11,Capacity Building,31DEC2021,55498
Midwest-Gascoyne,Other Neurological,35 to 44,11,Capital,31DEC2021,55499
Midwest-Gascoyne,Other Neurological,35 to 44,11,Core,31DEC2021,55500
Midwest-Gascoyne,Other Neurological,45 to 54,11,ALL,31DEC2021,55501
Midwest-Gascoyne,Other Neurological,45 to 54,11,Capacity Building,31DEC2021,55502
Midwest-Gascoyne,Other Neurological,45 to 54,11,Capital,31DEC2021,55503
Midwest-Gascoyne,Other Neurological,45 to 54,11,Core,31DEC2021,55504
Midwest-Gascoyne,Other Neurological,55 to 64,12,ALL,31DEC2021,55505
Midwest-Gascoyne,Other Neurological,55 to 64,12,Capacity Building,31DEC2021,55506
Midwest-Gascoyne,Other Neurological,55 to 64,11,Capital,31DEC2021,55507
Midwest-Gascoyne,Other Neurological,55 to 64,12,Core,31DEC2021,55508
Midwest-Gascoyne,Other Neurological,65+,11,ALL,31DEC2021,55509
Midwest-Gascoyne,Other Neurological,65+,11,Capacity Building,31DEC2021,55510
Midwest-Gascoyne,Other Neurological,65+,11,Capital,31DEC2021,55511
Midwest-Gascoyne,Other Neurological,65+,11,Core,31DEC2021,55512
Midwest-Gascoyne,Other Neurological,7 to 14,11,ALL,31DEC2021,55513
Midwest-Gascoyne,Other Neurological,7 to 14,11,Capacity Building,31DEC2021,55514
Midwest-Gascoyne,Other Neurological,7 to 14,11,Capital,31DEC2021,55515
Midwest-Gascoyne,Other Neurological,7 to 14,11,Core,31DEC2021,55516
Midwest-Gascoyne,Other Neurological,ALL,35,ALL,31DEC2021,55517
Midwest-Gascoyne,Other Neurological,ALL,35,Capacity Building,31DEC2021,55518
Midwest-Gascoyne,Other Neurological,ALL,17,Capital,31DEC2021,55519
Midwest-Gascoyne,Other Neurological,ALL,35,Core,31DEC2021,55520
Midwest-Gascoyne,Other Physical,25 to 34,11,ALL,31DEC2021,55533
Midwest-Gascoyne,Other Physical,25 to 34,11,Capacity Building,31DEC2021,55534
Midwest-Gascoyne,Other Physical,25 to 34,11,Capital,31DEC2021,55535
Midwest-Gascoyne,Other Physical,25 to 34,11,Core,31DEC2021,55536
Midwest-Gascoyne,Other Physical,35 to 44,11,ALL,31DEC2021,55537
Midwest-Gascoyne,Other Physical,35 to 44,11,Capacity Building,31DEC2021,55538
Midwest-Gascoyne,Other Physical,35 to 44,11,Capital,31DEC2021,55539
Midwest-Gascoyne,Other Physical,35 to 44,11,Core,31DEC2021,55540
Midwest-Gascoyne,Other Physical,45 to 54,11,ALL,31DEC2021,55541
Midwest-Gascoyne,Other Physical,45 to 54,12,Capacity Building,31DEC2021,55542
Midwest-Gascoyne,Other Physical,45 to 54,11,Capital,31DEC2021,55543
Midwest-Gascoyne,Other Physical,45 to 54,11,Core,31DEC2021,55544
Midwest-Gascoyne,Other Physical,55 to 64,18,ALL,31DEC2021,55545
Midwest-Gascoyne,Other Physical,55 to 64,19,Capacity Building,31DEC2021,55546
Midwest-Gascoyne,Other Physical,55 to 64,13,Capital,31DEC2021,55547
Midwest-Gascoyne,Other Physical,55 to 64,16,Core,31DEC2021,55548
Midwest-Gascoyne,Other Physical,65+,11,ALL,31DEC2021,55549
Midwest-Gascoyne,Other Physical,65+,11,Capacity Building,31DEC2021,55550
Midwest-Gascoyne,Other Physical,65+,11,Capital,31DEC2021,55551
Midwest-Gascoyne,Other Physical,65+,11,Core,31DEC2021,55552
Midwest-Gascoyne,Other Physical,7 to 14,11,ALL,31DEC2021,55553
Midwest-Gascoyne,Other Physical,7 to 14,11,Capacity Building,31DEC2021,55554
Midwest-Gascoyne,Other Physical,7 to 14,11,Capital,31DEC2021,55555
Midwest-Gascoyne,Other Physical,7 to 14,11,Core,31DEC2021,55556
Midwest-Gascoyne,Other Physical,ALL,41,ALL,31DEC2021,55557
Midwest-Gascoyne,Other Physical,ALL,41,Capacity Building,31DEC2021,55558
Midwest-Gascoyne,Other Physical,ALL,34,Capital,31DEC2021,55559
Midwest-Gascoyne,Other Physical,ALL,40,Core,31DEC2021,55560
Midwest-Gascoyne,Other Sensory/Speech,0 to 6,11,ALL,31DEC2021,55561
Midwest-Gascoyne,Other Sensory/Speech,0 to 6,11,Capacity Building,31DEC2021,55562
Midwest-Gascoyne,Other Sensory/Speech,0 to 6,11,Core,31DEC2021,55564
Midwest-Gascoyne,Other Sensory/Speech,ALL,11,ALL,31DEC2021,55597
Midwest-Gascoyne,Other Sensory/Speech,ALL,11,Capacity Building,31DEC2021,55598
Midwest-Gascoyne,Other Sensory/Speech,ALL,11,Core,31DEC2021,55600
