Key,RprtDt,SrvcDstrctNm,DsbltyGrpNm,AgeBnd,SuppCatg,PrtcpntCnt
53048,31DEC2021,Goldfields-Esperance,ABI,15 to 18,Core,11
53049,31DEC2021,Goldfields-Esperance,ABI,19 to 24,ALL,11
53050,31DEC2021,Goldfields-Esperance,ABI,19 to 24,Capacity Building,11
53051,31DEC2021,Goldfields-Esperance,ABI,19 to 24,Capital,11
53052,31DEC2021,Goldfields-Esperance,ABI,19 to 24,Core,11
53053,31DEC2021,Goldfields-Esperance,ABI,25 to 34,ALL,11
53054,31DEC2021,Goldfields-Esperance,ABI,25 to 34,Capacity Building,11
53056,31DEC2021,Goldfields-Esperance,ABI,25 to 34,Core,11
53057,31DEC2021,Goldfields-Esperance,ABI,35 to 44,ALL,11
53058,31DEC2021,Goldfields-Esperance,ABI,35 to 44,Capacity Building,11
53059,31DEC2021,Goldfields-Esperance,ABI,35 to 44,Capital,11
53060,31DEC2021,Goldfields-Esperance,ABI,35 to 44,Core,11
53065,31DEC2021,Goldfields-Esperance,ABI,55 to 64,ALL,11
53066,31DEC2021,Goldfields-Esperance,ABI,55 to 64,Capacity Building,11
53067,31DEC2021,Goldfields-Esperance,ABI,55 to 64,Capital,11
53068,31DEC2021,Goldfields-Esperance,ABI,55 to 64,Core,11
53069,31DEC2021,Goldfields-Esperance,ABI,65+,ALL,11
53070,31DEC2021,Goldfields-Esperance,ABI,65+,Capacity Building,11
53071,31DEC2021,Goldfields-Esperance,ABI,65+,Capital,11
53072,31DEC2021,Goldfields-Esperance,ABI,65+,Core,11
53073,31DEC2021,Goldfields-Esperance,ABI,7 to 14,ALL,11
53074,31DEC2021,Goldfields-Esperance,ABI,7 to 14,Capacity Building,11
53076,31DEC2021,Goldfields-Esperance,ABI,7 to 14,Core,11
53077,31DEC2021,Goldfields-Esperance,ABI,ALL,ALL,17
53078,31DEC2021,Goldfields-Esperance,ABI,ALL,Capacity Building,17
53079,31DEC2021,Goldfields-Esperance,ABI,ALL,Capital,11
53080,31DEC2021,Goldfields-Esperance,ABI,ALL,Core,17
53081,31DEC2021,Goldfields-Esperance,ALL,0 to 6,ALL,93
53082,31DEC2021,Goldfields-Esperance,ALL,0 to 6,Capacity Building,93
53083,31DEC2021,Goldfields-Esperance,ALL,0 to 6,Capital,11
53084,31DEC2021,Goldfields-Esperance,ALL,0 to 6,Core,58
53085,31DEC2021,Goldfields-Esperance,ALL,15 to 18,ALL,67
53086,31DEC2021,Goldfields-Esperance,ALL,15 to 18,Capacity Building,66
53087,31DEC2021,Goldfields-Esperance,ALL,15 to 18,Capital,11
53088,31DEC2021,Goldfields-Esperance,ALL,15 to 18,Core,54
53089,31DEC2021,Goldfields-Esperance,ALL,19 to 24,ALL,61
53090,31DEC2021,Goldfields-Esperance,ALL,19 to 24,Capacity Building,60
53091,31DEC2021,Goldfields-Esperance,ALL,19 to 24,Capital,15
53092,31DEC2021,Goldfields-Esperance,ALL,19 to 24,Core,57
53093,31DEC2021,Goldfields-Esperance,ALL,25 to 34,ALL,76
53094,31DEC2021,Goldfields-Esperance,ALL,25 to 34,Capacity Building,76
53095,31DEC2021,Goldfields-Esperance,ALL,25 to 34,Capital,21
53096,31DEC2021,Goldfields-Esperance,ALL,25 to 34,Core,75
53097,31DEC2021,Goldfields-Esperance,ALL,35 to 44,ALL,64
53098,31DEC2021,Goldfields-Esperance,ALL,35 to 44,Capacity Building,63
53099,31DEC2021,Goldfields-Esperance,ALL,35 to 44,Capital,22
53100,31DEC2021,Goldfields-Esperance,ALL,35 to 44,Core,63
53101,31DEC2021,Goldfields-Esperance,ALL,45 to 54,ALL,68
53102,31DEC2021,Goldfields-Esperance,ALL,45 to 54,Capacity Building,68
53103,31DEC2021,Goldfields-Esperance,ALL,45 to 54,Capital,31
53104,31DEC2021,Goldfields-Esperance,ALL,45 to 54,Core,68
53105,31DEC2021,Goldfields-Esperance,ALL,55 to 64,ALL,66
53106,31DEC2021,Goldfields-Esperance,ALL,55 to 64,Capacity Building,66
53107,31DEC2021,Goldfields-Esperance,ALL,55 to 64,Capital,36
53108,31DEC2021,Goldfields-Esperance,ALL,55 to 64,Core,66
53109,31DEC2021,Goldfields-Esperance,ALL,65+,ALL,11
53110,31DEC2021,Goldfields-Esperance,ALL,65+,Capacity Building,11
53111,31DEC2021,Goldfields-Esperance,ALL,65+,Capital,11
53112,31DEC2021,Goldfields-Esperance,ALL,65+,Core,11
53113,31DEC2021,Goldfields-Esperance,ALL,7 to 14,ALL,208
53114,31DEC2021,Goldfields-Esperance,ALL,7 to 14,Capacity Building,207
53115,31DEC2021,Goldfields-Esperance,ALL,7 to 14,Capital,22
53116,31DEC2021,Goldfields-Esperance,ALL,7 to 14,Core,144
53117,31DEC2021,Goldfields-Esperance,ALL,ALL,ALL,710
53118,31DEC2021,Goldfields-Esperance,ALL,ALL,Capacity Building,706
53119,31DEC2021,Goldfields-Esperance,ALL,ALL,Capital,169
53120,31DEC2021,Goldfields-Esperance,ALL,ALL,Core,592
53121,31DEC2021,Goldfields-Esperance,Autism,0 to 6,ALL,35
53122,31DEC2021,Goldfields-Esperance,Autism,0 to 6,Capacity Building,38
53123,31DEC2021,Goldfields-Esperance,Autism,0 to 6,Capital,11
53124,31DEC2021,Goldfields-Esperance,Autism,0 to 6,Core,22
53125,31DEC2021,Goldfields-Esperance,Autism,15 to 18,ALL,37
53126,31DEC2021,Goldfields-Esperance,Autism,15 to 18,Capacity Building,33
53127,31DEC2021,Goldfields-Esperance,Autism,15 to 18,Capital,11
53128,31DEC2021,Goldfields-Esperance,Autism,15 to 18,Core,33
53129,31DEC2021,Goldfields-Esperance,Autism,19 to 24,ALL,24
53130,31DEC2021,Goldfields-Esperance,Autism,19 to 24,Capacity Building,19
53131,31DEC2021,Goldfields-Esperance,Autism,19 to 24,Capital,11
53132,31DEC2021,Goldfields-Esperance,Autism,19 to 24,Core,17
53133,31DEC2021,Goldfields-Esperance,Autism,25 to 34,ALL,13
53134,31DEC2021,Goldfields-Esperance,Autism,25 to 34,Capacity Building,13
53135,31DEC2021,Goldfields-Esperance,Autism,25 to 34,Capital,11
53136,31DEC2021,Goldfields-Esperance,Autism,25 to 34,Core,13
53137,31DEC2021,Goldfields-Esperance,Autism,35 to 44,ALL,11
53138,31DEC2021,Goldfields-Esperance,Autism,35 to 44,Capacity Building,11
53139,31DEC2021,Goldfields-Esperance,Autism,35 to 44,Capital,11
53140,31DEC2021,Goldfields-Esperance,Autism,35 to 44,Core,11
53153,31DEC2021,Goldfields-Esperance,Autism,7 to 14,ALL,152
53154,31DEC2021,Goldfields-Esperance,Autism,7 to 14,Capacity Building,151
53155,31DEC2021,Goldfields-Esperance,Autism,7 to 14,Capital,11
53156,31DEC2021,Goldfields-Esperance,Autism,7 to 14,Core,96
53157,31DEC2021,Goldfields-Esperance,Autism,ALL,ALL,265
53158,31DEC2021,Goldfields-Esperance,Autism,ALL,Capacity Building,261
53159,31DEC2021,Goldfields-Esperance,Autism,ALL,Capital,11
53160,31DEC2021,Goldfields-Esperance,Autism,ALL,Core,191
53161,31DEC2021,Goldfields-Esperance,Cerebral Palsy,0 to 6,ALL,11
53162,31DEC2021,Goldfields-Esperance,Cerebral Palsy,0 to 6,Capacity Building,11
53163,31DEC2021,Goldfields-Esperance,Cerebral Palsy,0 to 6,Capital,11
53164,31DEC2021,Goldfields-Esperance,Cerebral Palsy,0 to 6,Core,11
53165,31DEC2021,Goldfields-Esperance,Cerebral Palsy,15 to 18,ALL,11
53166,31DEC2021,Goldfields-Esperance,Cerebral Palsy,15 to 18,Capacity Building,11
53167,31DEC2021,Goldfields-Esperance,Cerebral Palsy,15 to 18,Capital,11
53168,31DEC2021,Goldfields-Esperance,Cerebral Palsy,15 to 18,Core,11
53169,31DEC2021,Goldfields-Esperance,Cerebral Palsy,19 to 24,ALL,11
53170,31DEC2021,Goldfields-Esperance,Cerebral Palsy,19 to 24,Capacity Building,11
53171,31DEC2021,Goldfields-Esperance,Cerebral Palsy,19 to 24,Capital,11
53172,31DEC2021,Goldfields-Esperance,Cerebral Palsy,19 to 24,Core,11
53173,31DEC2021,Goldfields-Esperance,Cerebral Palsy,25 to 34,ALL,11
53174,31DEC2021,Goldfields-Esperance,Cerebral Palsy,25 to 34,Capacity Building,11
53175,31DEC2021,Goldfields-Esperance,Cerebral Palsy,25 to 34,Capital,11
53176,31DEC2021,Goldfields-Esperance,Cerebral Palsy,25 to 34,Core,11
53177,31DEC2021,Goldfields-Esperance,Cerebral Palsy,35 to 44,ALL,11
53178,31DEC2021,Goldfields-Esperance,Cerebral Palsy,35 to 44,Capacity Building,11
53179,31DEC2021,Goldfields-Esperance,Cerebral Palsy,35 to 44,Capital,11
53180,31DEC2021,Goldfields-Esperance,Cerebral Palsy,35 to 44,Core,11
53181,31DEC2021,Goldfields-Esperance,Cerebral Palsy,45 to 54,ALL,11
53182,31DEC2021,Goldfields-Esperance,Cerebral Palsy,45 to 54,Capacity Building,11
53183,31DEC2021,Goldfields-Esperance,Cerebral Palsy,45 to 54,Capital,11
53184,31DEC2021,Goldfields-Esperance,Cerebral Palsy,45 to 54,Core,11
53185,31DEC2021,Goldfields-Esperance,Cerebral Palsy,55 to 64,ALL,11
53186,31DEC2021,Goldfields-Esperance,Cerebral Palsy,55 to 64,Capacity Building,11
53187,31DEC2021,Goldfields-Esperance,Cerebral Palsy,55 to 64,Capital,11
53188,31DEC2021,Goldfields-Esperance,Cerebral Palsy,55 to 64,Core,11
53193,31DEC2021,Goldfields-Esperance,Cerebral Palsy,7 to 14,ALL,11
53194,31DEC2021,Goldfields-Esperance,Cerebral Palsy,7 to 14,Capacity Building,11
53195,31DEC2021,Goldfields-Esperance,Cerebral Palsy,7 to 14,Capital,11
53196,31DEC2021,Goldfields-Esperance,Cerebral Palsy,7 to 14,Core,11
53197,31DEC2021,Goldfields-Esperance,Cerebral Palsy,ALL,ALL,27
53198,31DEC2021,Goldfields-Esperance,Cerebral Palsy,ALL,Capacity Building,27
53199,31DEC2021,Goldfields-Esperance,Cerebral Palsy,ALL,Capital,24
53200,31DEC2021,Goldfields-Esperance,Cerebral Palsy,ALL,Core,25
53201,31DEC2021,Goldfields-Esperance,Developmental delay,0 to 6,ALL,24
53202,31DEC2021,Goldfields-Esperance,Developmental delay,0 to 6,Capacity Building,27
53204,31DEC2021,Goldfields-Esperance,Developmental delay,0 to 6,Core,15
53233,31DEC2021,Goldfields-Esperance,Developmental delay,7 to 14,ALL,11
53234,31DEC2021,Goldfields-Esperance,Developmental delay,7 to 14,Capacity Building,11
53235,31DEC2021,Goldfields-Esperance,Developmental delay,7 to 14,Capital,11
53236,31DEC2021,Goldfields-Esperance,Developmental delay,7 to 14,Core,11
53237,31DEC2021,Goldfields-Esperance,Developmental delay,ALL,ALL,26
53238,31DEC2021,Goldfields-Esperance,Developmental delay,ALL,Capacity Building,26
53239,31DEC2021,Goldfields-Esperance,Developmental delay,ALL,Capital,11
53240,31DEC2021,Goldfields-Esperance,Developmental delay,ALL,Core,16
53241,31DEC2021,Goldfields-Esperance,Global developmental delay,0 to 6,ALL,15
53242,31DEC2021,Goldfields-Esperance,Global developmental delay,0 to 6,Capacity Building,15
53243,31DEC2021,Goldfields-Esperance,Global developmental delay,0 to 6,Capital,11
53244,31DEC2021,Goldfields-Esperance,Global developmental delay,0 to 6,Core,11
53273,31DEC2021,Goldfields-Esperance,Global developmental delay,7 to 14,ALL,11
53274,31DEC2021,Goldfields-Esperance,Global developmental delay,7 to 14,Capacity Building,11
53276,31DEC2021,Goldfields-Esperance,Global developmental delay,7 to 14,Core,11
53277,31DEC2021,Goldfields-Esperance,Global developmental delay,ALL,ALL,18
53278,31DEC2021,Goldfields-Esperance,Global developmental delay,ALL,Capacity Building,18
53279,31DEC2021,Goldfields-Esperance,Global developmental delay,ALL,Capital,11
53280,31DEC2021,Goldfields-Esperance,Global developmental delay,ALL,Core,11
53281,31DEC2021,Goldfields-Esperance,Hearing Impairment,0 to 6,ALL,11
53282,31DEC2021,Goldfields-Esperance,Hearing Impairment,0 to 6,Capacity Building,11
53283,31DEC2021,Goldfields-Esperance,Hearing Impairment,0 to 6,Capital,11
53284,31DEC2021,Goldfields-Esperance,Hearing Impairment,0 to 6,Core,11
53285,31DEC2021,Goldfields-Esperance,Hearing Impairment,15 to 18,ALL,11
53286,31DEC2021,Goldfields-Esperance,Hearing Impairment,15 to 18,Capacity Building,11
53287,31DEC2021,Goldfields-Esperance,Hearing Impairment,15 to 18,Capital,11
53288,31DEC2021,Goldfields-Esperance,Hearing Impairment,15 to 18,Core,11
53289,31DEC2021,Goldfields-Esperance,Hearing Impairment,19 to 24,ALL,11
53290,31DEC2021,Goldfields-Esperance,Hearing Impairment,19 to 24,Capacity Building,11
53292,31DEC2021,Goldfields-Esperance,Hearing Impairment,19 to 24,Core,11
53297,31DEC2021,Goldfields-Esperance,Hearing Impairment,35 to 44,ALL,11
53298,31DEC2021,Goldfields-Esperance,Hearing Impairment,35 to 44,Capacity Building,11
53299,31DEC2021,Goldfields-Esperance,Hearing Impairment,35 to 44,Capital,11
53300,31DEC2021,Goldfields-Esperance,Hearing Impairment,35 to 44,Core,11
53301,31DEC2021,Goldfields-Esperance,Hearing Impairment,45 to 54,ALL,11
53302,31DEC2021,Goldfields-Esperance,Hearing Impairment,45 to 54,Capacity Building,11
53303,31DEC2021,Goldfields-Esperance,Hearing Impairment,45 to 54,Capital,11
53304,31DEC2021,Goldfields-Esperance,Hearing Impairment,45 to 54,Core,11
53305,31DEC2021,Goldfields-Esperance,Hearing Impairment,55 to 64,ALL,11
53306,31DEC2021,Goldfields-Esperance,Hearing Impairment,55 to 64,Capacity Building,11
53308,31DEC2021,Goldfields-Esperance,Hearing Impairment,55 to 64,Core,11
53309,31DEC2021,Goldfields-Esperance,Hearing Impairment,65+,ALL,11
53310,31DEC2021,Goldfields-Esperance,Hearing Impairment,65+,Capacity Building,11
53311,31DEC2021,Goldfields-Esperance,Hearing Impairment,65+,Capital,11
53312,31DEC2021,Goldfields-Esperance,Hearing Impairment,65+,Core,11
53313,31DEC2021,Goldfields-Esperance,Hearing Impairment,7 to 14,ALL,11
53314,31DEC2021,Goldfields-Esperance,Hearing Impairment,7 to 14,Capacity Building,11
53315,31DEC2021,Goldfields-Esperance,Hearing Impairment,7 to 14,Capital,11
53316,31DEC2021,Goldfields-Esperance,Hearing Impairment,7 to 14,Core,11
53317,31DEC2021,Goldfields-Esperance,Hearing Impairment,ALL,ALL,22
53318,31DEC2021,Goldfields-Esperance,Hearing Impairment,ALL,Capacity Building,22
53319,31DEC2021,Goldfields-Esperance,Hearing Impairment,ALL,Capital,11
53320,31DEC2021,Goldfields-Esperance,Hearing Impairment,ALL,Core,22
53321,31DEC2021,Goldfields-Esperance,Intellectual Disability,0 to 6,ALL,11
53322,31DEC2021,Goldfields-Esperance,Intellectual Disability,0 to 6,Capacity Building,11
53323,31DEC2021,Goldfields-Esperance,Intellectual Disability,0 to 6,Capital,11
53324,31DEC2021,Goldfields-Esperance,Intellectual Disability,0 to 6,Core,11
53325,31DEC2021,Goldfields-Esperance,Intellectual Disability,15 to 18,ALL,21
53326,31DEC2021,Goldfields-Esperance,Intellectual Disability,15 to 18,Capacity Building,16
53327,31DEC2021,Goldfields-Esperance,Intellectual Disability,15 to 18,Capital,11
53328,31DEC2021,Goldfields-Esperance,Intellectual Disability,15 to 18,Core,16
53329,31DEC2021,Goldfields-Esperance,Intellectual Disability,19 to 24,ALL,24
53330,31DEC2021,Goldfields-Esperance,Intellectual Disability,19 to 24,Capacity Building,26
53331,31DEC2021,Goldfields-Esperance,Intellectual Disability,19 to 24,Capital,11
53332,31DEC2021,Goldfields-Esperance,Intellectual Disability,19 to 24,Core,27
53333,31DEC2021,Goldfields-Esperance,Intellectual Disability,25 to 34,ALL,34
53334,31DEC2021,Goldfields-Esperance,Intellectual Disability,25 to 34,Capacity Building,35
53335,31DEC2021,Goldfields-Esperance,Intellectual Disability,25 to 34,Capital,11
53336,31DEC2021,Goldfields-Esperance,Intellectual Disability,25 to 34,Core,37
53337,31DEC2021,Goldfields-Esperance,Intellectual Disability,35 to 44,ALL,25
53338,31DEC2021,Goldfields-Esperance,Intellectual Disability,35 to 44,Capacity Building,23
53339,31DEC2021,Goldfields-Esperance,Intellectual Disability,35 to 44,Capital,11
53340,31DEC2021,Goldfields-Esperance,Intellectual Disability,35 to 44,Core,29
53341,31DEC2021,Goldfields-Esperance,Intellectual Disability,45 to 54,ALL,16
53342,31DEC2021,Goldfields-Esperance,Intellectual Disability,45 to 54,Capacity Building,16
53343,31DEC2021,Goldfields-Esperance,Intellectual Disability,45 to 54,Capital,11
53344,31DEC2021,Goldfields-Esperance,Intellectual Disability,45 to 54,Core,16
53345,31DEC2021,Goldfields-Esperance,Intellectual Disability,55 to 64,ALL,13
53346,31DEC2021,Goldfields-Esperance,Intellectual Disability,55 to 64,Capacity Building,13
53347,31DEC2021,Goldfields-Esperance,Intellectual Disability,55 to 64,Capital,11
53348,31DEC2021,Goldfields-Esperance,Intellectual Disability,55 to 64,Core,13
53353,31DEC2021,Goldfields-Esperance,Intellectual Disability,7 to 14,ALL,26
53354,31DEC2021,Goldfields-Esperance,Intellectual Disability,7 to 14,Capacity Building,28
53355,31DEC2021,Goldfields-Esperance,Intellectual Disability,7 to 14,Capital,11
53356,31DEC2021,Goldfields-Esperance,Intellectual Disability,7 to 14,Core,20
53357,31DEC2021,Goldfields-Esperance,Intellectual Disability,ALL,ALL,169
53358,31DEC2021,Goldfields-Esperance,Intellectual Disability,ALL,Capacity Building,169
53359,31DEC2021,Goldfields-Esperance,Intellectual Disability,ALL,Capital,32
53360,31DEC2021,Goldfields-Esperance,Intellectual Disability,ALL,Core,150
53373,31DEC2021,Goldfields-Esperance,Multiple Sclerosis,25 to 34,ALL,11
53374,31DEC2021,Goldfields-Esperance,Multiple Sclerosis,25 to 34,Capacity Building,11
53375,31DEC2021,Goldfields-Esperance,Multiple Sclerosis,25 to 34,Capital,11
53376,31DEC2021,Goldfields-Esperance,Multiple Sclerosis,25 to 34,Core,11
53377,31DEC2021,Goldfields-Esperance,Multiple Sclerosis,35 to 44,ALL,11
53378,31DEC2021,Goldfields-Esperance,Multiple Sclerosis,35 to 44,Capacity Building,11
53380,31DEC2021,Goldfields-Esperance,Multiple Sclerosis,35 to 44,Core,11
53381,31DEC2021,Goldfields-Esperance,Multiple Sclerosis,45 to 54,ALL,11
53382,31DEC2021,Goldfields-Esperance,Multiple Sclerosis,45 to 54,Capacity Building,11
53383,31DEC2021,Goldfields-Esperance,Multiple Sclerosis,45 to 54,Capital,11
53384,31DEC2021,Goldfields-Esperance,Multiple Sclerosis,45 to 54,Core,11
53385,31DEC2021,Goldfields-Esperance,Multiple Sclerosis,55 to 64,ALL,11
53386,31DEC2021,Goldfields-Esperance,Multiple Sclerosis,55 to 64,Capacity Building,11
53387,31DEC2021,Goldfields-Esperance,Multiple Sclerosis,55 to 64,Capital,11
53388,31DEC2021,Goldfields-Esperance,Multiple Sclerosis,55 to 64,Core,11
53397,31DEC2021,Goldfields-Esperance,Multiple Sclerosis,ALL,ALL,11
53398,31DEC2021,Goldfields-Esperance,Multiple Sclerosis,ALL,Capacity Building,11
53399,31DEC2021,Goldfields-Esperance,Multiple Sclerosis,ALL,Capital,11
53400,31DEC2021,Goldfields-Esperance,Multiple Sclerosis,ALL,Core,11
53401,31DEC2021,Goldfields-Esperance,Other,0 to 6,ALL,11
53402,31DEC2021,Goldfields-Esperance,Other,0 to 6,Capacity Building,11
53404,31DEC2021,Goldfields-Esperance,Other,0 to 6,Core,11
53417,31DEC2021,Goldfields-Esperance,Other,35 to 44,ALL,11
53418,31DEC2021,Goldfields-Esperance,Other,35 to 44,Capacity Building,11
53419,31DEC2021,Goldfields-Esperance,Other,35 to 44,Capital,11
53420,31DEC2021,Goldfields-Esperance,Other,35 to 44,Core,11
53421,31DEC2021,Goldfields-Esperance,Other,45 to 54,ALL,11
53422,31DEC2021,Goldfields-Esperance,Other,45 to 54,Capacity Building,11
53423,31DEC2021,Goldfields-Esperance,Other,45 to 54,Capital,11
53424,31DEC2021,Goldfields-Esperance,Other,45 to 54,Core,11
53425,31DEC2021,Goldfields-Esperance,Other,55 to 64,ALL,11
53426,31DEC2021,Goldfields-Esperance,Other,55 to 64,Capacity Building,11
53427,31DEC2021,Goldfields-Esperance,Other,55 to 64,Capital,11
53428,31DEC2021,Goldfields-Esperance,Other,55 to 64,Core,11
53433,31DEC2021,Goldfields-Esperance,Other,7 to 14,ALL,11
53434,31DEC2021,Goldfields-Esperance,Other,7 to 14,Capacity Building,11
53435,31DEC2021,Goldfields-Esperance,Other,7 to 14,Capital,11
53436,31DEC2021,Goldfields-Esperance,Other,7 to 14,Core,11
53437,31DEC2021,Goldfields-Esperance,Other,ALL,ALL,15
53438,31DEC2021,Goldfields-Esperance,Other,ALL,Capacity Building,15
53439,31DEC2021,Goldfields-Esperance,Other,ALL,Capital,12
53440,31DEC2021,Goldfields-Esperance,Other,ALL,Core,15
53441,31DEC2021,Goldfields-Esperance,Other Neurological,0 to 6,ALL,11
53442,31DEC2021,Goldfields-Esperance,Other Neurological,0 to 6,Capacity Building,11
53443,31DEC2021,Goldfields-Esperance,Other Neurological,0 to 6,Capital,11
53444,31DEC2021,Goldfields-Esperance,Other Neurological,0 to 6,Core,11
53445,31DEC2021,Goldfields-Esperance,Other Neurological,15 to 18,ALL,11
53446,31DEC2021,Goldfields-Esperance,Other Neurological,15 to 18,Capacity Building,11
53447,31DEC2021,Goldfields-Esperance,Other Neurological,15 to 18,Capital,11
53448,31DEC2021,Goldfields-Esperance,Other Neurological,15 to 18,Core,11
53449,31DEC2021,Goldfields-Esperance,Other Neurological,19 to 24,ALL,11
53450,31DEC2021,Goldfields-Esperance,Other Neurological,19 to 24,Capacity Building,11
53451,31DEC2021,Goldfields-Esperance,Other Neurological,19 to 24,Capital,11
53452,31DEC2021,Goldfields-Esperance,Other Neurological,19 to 24,Core,11
53453,31DEC2021,Goldfields-Esperance,Other Neurological,25 to 34,ALL,11
53454,31DEC2021,Goldfields-Esperance,Other Neurological,25 to 34,Capacity Building,11
53455,31DEC2021,Goldfields-Esperance,Other Neurological,25 to 34,Capital,11
53456,31DEC2021,Goldfields-Esperance,Other Neurological,25 to 34,Core,11
53457,31DEC2021,Goldfields-Esperance,Other Neurological,35 to 44,ALL,11
53458,31DEC2021,Goldfields-Esperance,Other Neurological,35 to 44,Capacity Building,11
53459,31DEC2021,Goldfields-Esperance,Other Neurological,35 to 44,Capital,11
53460,31DEC2021,Goldfields-Esperance,Other Neurological,35 to 44,Core,11
53461,31DEC2021,Goldfields-Esperance,Other Neurological,45 to 54,ALL,11
53462,31DEC2021,Goldfields-Esperance,Other Neurological,45 to 54,Capacity Building,11
53463,31DEC2021,Goldfields-Esperance,Other Neurological,45 to 54,Capital,11
53464,31DEC2021,Goldfields-Esperance,Other Neurological,45 to 54,Core,11
53465,31DEC2021,Goldfields-Esperance,Other Neurological,55 to 64,ALL,11
53466,31DEC2021,Goldfields-Esperance,Other Neurological,55 to 64,Capacity Building,11
53467,31DEC2021,Goldfields-Esperance,Other Neurological,55 to 64,Capital,11
53468,31DEC2021,Goldfields-Esperance,Other Neurological,55 to 64,Core,11
53469,31DEC2021,Goldfields-Esperance,Other Neurological,65+,ALL,11
53470,31DEC2021,Goldfields-Esperance,Other Neurological,65+,Capacity Building,11
53471,31DEC2021,Goldfields-Esperance,Other Neurological,65+,Capital,11
53472,31DEC2021,Goldfields-Esperance,Other Neurological,65+,Core,11
53473,31DEC2021,Goldfields-Esperance,Other Neurological,7 to 14,ALL,11
53474,31DEC2021,Goldfields-Esperance,Other Neurological,7 to 14,Capacity Building,11
53475,31DEC2021,Goldfields-Esperance,Other Neurological,7 to 14,Capital,11
53476,31DEC2021,Goldfields-Esperance,Other Neurological,7 to 14,Core,11
53477,31DEC2021,Goldfields-Esperance,Other Neurological,ALL,ALL,27
53478,31DEC2021,Goldfields-Esperance,Other Neurological,ALL,Capacity Building,27
53479,31DEC2021,Goldfields-Esperance,Other Neurological,ALL,Capital,17
53480,31DEC2021,Goldfields-Esperance,Other Neurological,ALL,Core,26
53485,31DEC2021,Goldfields-Esperance,Other Physical,15 to 18,ALL,11
53486,31DEC2021,Goldfields-Esperance,Other Physical,15 to 18,Capacity Building,11
53487,31DEC2021,Goldfields-Esperance,Other Physical,15 to 18,Capital,11
53488,31DEC2021,Goldfields-Esperance,Other Physical,15 to 18,Core,11
53493,31DEC2021,Goldfields-Esperance,Other Physical,25 to 34,ALL,11
53494,31DEC2021,Goldfields-Esperance,Other Physical,25 to 34,Capacity Building,11
53495,31DEC2021,Goldfields-Esperance,Other Physical,25 to 34,Capital,11
53496,31DEC2021,Goldfields-Esperance,Other Physical,25 to 34,Core,11
53497,31DEC2021,Goldfields-Esperance,Other Physical,35 to 44,ALL,11
53498,31DEC2021,Goldfields-Esperance,Other Physical,35 to 44,Capacity Building,11
53499,31DEC2021,Goldfields-Esperance,Other Physical,35 to 44,Capital,11
53500,31DEC2021,Goldfields-Esperance,Other Physical,35 to 44,Core,11
53501,31DEC2021,Goldfields-Esperance,Other Physical,45 to 54,ALL,11
53502,31DEC2021,Goldfields-Esperance,Other Physical,45 to 54,Capacity Building,11
53503,31DEC2021,Goldfields-Esperance,Other Physical,45 to 54,Capital,11
53504,31DEC2021,Goldfields-Esperance,Other Physical,45 to 54,Core,11
53505,31DEC2021,Goldfields-Esperance,Other Physical,55 to 64,ALL,11
53506,31DEC2021,Goldfields-Esperance,Other Physical,55 to 64,Capacity Building,11
53507,31DEC2021,Goldfields-Esperance,Other Physical,55 to 64,Capital,11
53508,31DEC2021,Goldfields-Esperance,Other Physical,55 to 64,Core,11
53513,31DEC2021,Goldfields-Esperance,Other Physical,7 to 14,ALL,11
53514,31DEC2021,Goldfields-Esperance,Other Physical,7 to 14,Capacity Building,11
53515,31DEC2021,Goldfields-Esperance,Other Physical,7 to 14,Capital,11
53516,31DEC2021,Goldfields-Esperance,Other Physical,7 to 14,Core,11
53517,31DEC2021,Goldfields-Esperance,Other Physical,ALL,ALL,20
53518,31DEC2021,Goldfields-Esperance,Other Physical,ALL,Capacity Building,20
53519,31DEC2021,Goldfields-Esperance,Other Physical,ALL,Capital,17
53520,31DEC2021,Goldfields-Esperance,Other Physical,ALL,Core,20
53521,31DEC2021,Goldfields-Esperance,Other Sensory/Speech,0 to 6,ALL,11
53522,31DEC2021,Goldfields-Esperance,Other Sensory/Speech,0 to 6,Capacity Building,11
53533,31DEC2021,Goldfields-Esperance,Other Sensory/Speech,25 to 34,ALL,11
53534,31DEC2021,Goldfields-Esperance,Other Sensory/Speech,25 to 34,Capacity Building,11
53536,31DEC2021,Goldfields-Esperance,Other Sensory/Speech,25 to 34,Core,11
53553,31DEC2021,Goldfields-Esperance,Other Sensory/Speech,7 to 14,ALL,11
53554,31DEC2021,Goldfields-Esperance,Other Sensory/Speech,7 to 14,Capacity Building,11
53556,31DEC2021,Goldfields-Esperance,Other Sensory/Speech,7 to 14,Core,11
53557,31DEC2021,Goldfields-Esperance,Other Sensory/Speech,ALL,ALL,11
53558,31DEC2021,Goldfields-Esperance,Other Sensory/Speech,ALL,Capacity Building,11
53560,31DEC2021,Goldfields-Esperance,Other Sensory/Speech,ALL,Core,11
53569,31DEC2021,Goldfields-Esperance,Psychosocial disability,19 to 24,ALL,11
53570,31DEC2021,Goldfields-Esperance,Psychosocial disability,19 to 24,Capacity Building,11
53572,31DEC2021,Goldfields-Esperance,Psychosocial disability,19 to 24,Core,11
53573,31DEC2021,Goldfields-Esperance,Psychosocial disability,25 to 34,ALL,11
