Key,RprtDt,SrvcDstrctNm,DsbltyGrpNm,AgeBnd,SuppCatg,Utlstn,PrvdrCnt
41386,30SEP2021,ALL,Spinal Cord Injury,55 to 64,Capacity Building,62,
41387,30SEP2021,ALL,Spinal Cord Injury,55 to 64,Capital,42,
41388,30SEP2021,ALL,Spinal Cord Injury,55 to 64,Core,82,
41425,30SEP2021,ALL,Stroke,55 to 64,ALL,68,
41426,30SEP2021,ALL,Stroke,55 to 64,Capacity Building,67,
41427,30SEP2021,ALL,Stroke,55 to 64,Capital,29,
41428,30SEP2021,ALL,Stroke,55 to 64,Core,71,
41465,30SEP2021,ALL,Visual Impairment,55 to 64,ALL,67,
41466,30SEP2021,ALL,Visual Impairment,55 to 64,Capacity Building,53,
41467,30SEP2021,ALL,Visual Impairment,55 to 64,Capital,39,
41468,30SEP2021,ALL,Visual Impairment,55 to 64,Core,73,
40829,30SEP2021,ALL,ABI,65+,ALL,73,
40830,30SEP2021,ALL,ABI,65+,Capacity Building,69,
40831,30SEP2021,ALL,ABI,65+,Capital,47,
40832,30SEP2021,ALL,ABI,65+,Core,75,
40869,30SEP2021,ALL,ALL,65+,ALL,68,
40870,30SEP2021,ALL,ALL,65+,Capacity Building,59,
40871,30SEP2021,ALL,ALL,65+,Capital,37,
40872,30SEP2021,ALL,ALL,65+,Core,73,
40909,30SEP2021,ALL,Autism,65+,ALL,78,
40910,30SEP2021,ALL,Autism,65+,Capacity Building,57,
40912,30SEP2021,ALL,Autism,65+,Core,83,
40949,30SEP2021,ALL,Cerebral Palsy,65+,ALL,69,
40950,30SEP2021,ALL,Cerebral Palsy,65+,Capacity Building,54,
40951,30SEP2021,ALL,Cerebral Palsy,65+,Capital,17,
40952,30SEP2021,ALL,Cerebral Palsy,65+,Core,75,
41069,30SEP2021,ALL,Hearing Impairment,65+,ALL,54,
41070,30SEP2021,ALL,Hearing Impairment,65+,Capacity Building,43,
41071,30SEP2021,ALL,Hearing Impairment,65+,Capital,21,
41072,30SEP2021,ALL,Hearing Impairment,65+,Core,59,
41109,30SEP2021,ALL,Intellectual Disability,65+,ALL,78,
41110,30SEP2021,ALL,Intellectual Disability,65+,Capacity Building,61,
41111,30SEP2021,ALL,Intellectual Disability,65+,Capital,19,
41112,30SEP2021,ALL,Intellectual Disability,65+,Core,83,
41149,30SEP2021,ALL,Multiple Sclerosis,65+,ALL,64,
41150,30SEP2021,ALL,Multiple Sclerosis,65+,Capacity Building,55,
41151,30SEP2021,ALL,Multiple Sclerosis,65+,Capital,35,
41152,30SEP2021,ALL,Multiple Sclerosis,65+,Core,71,
41189,30SEP2021,ALL,Other,65+,ALL,46,
41190,30SEP2021,ALL,Other,65+,Capacity Building,53,
41191,30SEP2021,ALL,Other,65+,Capital,44,
41192,30SEP2021,ALL,Other,65+,Core,44,
41229,30SEP2021,ALL,Other Neurological,65+,ALL,63,
41230,30SEP2021,ALL,Other Neurological,65+,Capacity Building,63,
41231,30SEP2021,ALL,Other Neurological,65+,Capital,39,
41232,30SEP2021,ALL,Other Neurological,65+,Core,66,
41269,30SEP2021,ALL,Other Physical,65+,ALL,64,
41270,30SEP2021,ALL,Other Physical,65+,Capacity Building,60,
41271,30SEP2021,ALL,Other Physical,65+,Capital,41,
41272,30SEP2021,ALL,Other Physical,65+,Core,70,
41349,30SEP2021,ALL,Psychosocial disability,65+,ALL,60,
41350,30SEP2021,ALL,Psychosocial disability,65+,Capacity Building,55,
41351,30SEP2021,ALL,Psychosocial disability,65+,Capital,52,
41352,30SEP2021,ALL,Psychosocial disability,65+,Core,61,
41389,30SEP2021,ALL,Spinal Cord Injury,65+,ALL,82,
41390,30SEP2021,ALL,Spinal Cord Injury,65+,Capacity Building,60,
41391,30SEP2021,ALL,Spinal Cord Injury,65+,Capital,55,
41392,30SEP2021,ALL,Spinal Cord Injury,65+,Core,91,
41429,30SEP2021,ALL,Stroke,65+,ALL,60,
41430,30SEP2021,ALL,Stroke,65+,Capacity Building,58,
41431,30SEP2021,ALL,Stroke,65+,Capital,26,
41432,30SEP2021,ALL,Stroke,65+,Core,63,
41469,30SEP2021,ALL,Visual Impairment,65+,ALL,63,
41470,30SEP2021,ALL,Visual Impairment,65+,Capacity Building,48,
41471,30SEP2021,ALL,Visual Impairment,65+,Capital,9,
41472,30SEP2021,ALL,Visual Impairment,65+,Core,74,
40833,30SEP2021,ALL,ABI,7 to 14,ALL,77,
40834,30SEP2021,ALL,ABI,7 to 14,Capacity Building,63,
40835,30SEP2021,ALL,ABI,7 to 14,Capital,50,
40836,30SEP2021,ALL,ABI,7 to 14,Core,92,
40873,30SEP2021,ALL,ALL,7 to 14,ALL,67,
40874,30SEP2021,ALL,ALL,7 to 14,Capacity Building,61,
40875,30SEP2021,ALL,ALL,7 to 14,Capital,41,
40876,30SEP2021,ALL,ALL,7 to 14,Core,79,
40913,30SEP2021,ALL,Autism,7 to 14,ALL,66,
40914,30SEP2021,ALL,Autism,7 to 14,Capacity Building,62,
40915,30SEP2021,ALL,Autism,7 to 14,Capital,31,
40916,30SEP2021,ALL,Autism,7 to 14,Core,77,
40953,30SEP2021,ALL,Cerebral Palsy,7 to 14,ALL,70,
40954,30SEP2021,ALL,Cerebral Palsy,7 to 14,Capacity Building,65,
40955,30SEP2021,ALL,Cerebral Palsy,7 to 14,Capital,46,
40956,30SEP2021,ALL,Cerebral Palsy,7 to 14,Core,83,
40993,30SEP2021,ALL,Developmental delay,7 to 14,ALL,61,
40994,30SEP2021,ALL,Developmental delay,7 to 14,Capacity Building,56,
40995,30SEP2021,ALL,Developmental delay,7 to 14,Capital,20,
40996,30SEP2021,ALL,Developmental delay,7 to 14,Core,94,
41033,30SEP2021,ALL,Global developmental delay,7 to 14,ALL,60,
41034,30SEP2021,ALL,Global developmental delay,7 to 14,Capacity Building,55,
41035,30SEP2021,ALL,Global developmental delay,7 to 14,Capital,31,
41036,30SEP2021,ALL,Global developmental delay,7 to 14,Core,89,
41073,30SEP2021,ALL,Hearing Impairment,7 to 14,ALL,43,
41074,30SEP2021,ALL,Hearing Impairment,7 to 14,Capacity Building,42,
41075,30SEP2021,ALL,Hearing Impairment,7 to 14,Capital,25,
41076,30SEP2021,ALL,Hearing Impairment,7 to 14,Core,49,
41113,30SEP2021,ALL,Intellectual Disability,7 to 14,ALL,69,
41114,30SEP2021,ALL,Intellectual Disability,7 to 14,Capacity Building,61,
41115,30SEP2021,ALL,Intellectual Disability,7 to 14,Capital,38,
41116,30SEP2021,ALL,Intellectual Disability,7 to 14,Core,82,
41193,30SEP2021,ALL,Other,7 to 14,ALL,60,
41194,30SEP2021,ALL,Other,7 to 14,Capacity Building,64,
41195,30SEP2021,ALL,Other,7 to 14,Capital,47,
41196,30SEP2021,ALL,Other,7 to 14,Core,57,
41233,30SEP2021,ALL,Other Neurological,7 to 14,ALL,69,
41234,30SEP2021,ALL,Other Neurological,7 to 14,Capacity Building,70,
41235,30SEP2021,ALL,Other Neurological,7 to 14,Capital,49,
41236,30SEP2021,ALL,Other Neurological,7 to 14,Core,77,
41273,30SEP2021,ALL,Other Physical,7 to 14,ALL,58,
41274,30SEP2021,ALL,Other Physical,7 to 14,Capacity Building,61,
41275,30SEP2021,ALL,Other Physical,7 to 14,Capital,35,
41276,30SEP2021,ALL,Other Physical,7 to 14,Core,76,
41313,30SEP2021,ALL,Other Sensory/Speech,7 to 14,ALL,68,
41314,30SEP2021,ALL,Other Sensory/Speech,7 to 14,Capacity Building,69,
41315,30SEP2021,ALL,Other Sensory/Speech,7 to 14,Capital,19,
41316,30SEP2021,ALL,Other Sensory/Speech,7 to 14,Core,68,
41353,30SEP2021,ALL,Psychosocial disability,7 to 14,ALL,66,
41354,30SEP2021,ALL,Psychosocial disability,7 to 14,Capacity Building,69,
41356,30SEP2021,ALL,Psychosocial disability,7 to 14,Core,58,
41473,30SEP2021,ALL,Visual Impairment,7 to 14,ALL,55,
41474,30SEP2021,ALL,Visual Impairment,7 to 14,Capacity Building,50,
41475,30SEP2021,ALL,Visual Impairment,7 to 14,Capital,27,
41476,30SEP2021,ALL,Visual Impairment,7 to 14,Core,75,
40837,30SEP2021,ALL,ABI,ALL,ALL,76,
40838,30SEP2021,ALL,ABI,ALL,Capacity Building,64,
40839,30SEP2021,ALL,ABI,ALL,Capital,38,
40840,30SEP2021,ALL,ABI,ALL,Core,80,
40877,30SEP2021,ALL,ALL,ALL,ALL,70,
40878,30SEP2021,ALL,ALL,ALL,Capacity Building,57,
40879,30SEP2021,ALL,ALL,ALL,Capital,37,
40880,30SEP2021,ALL,ALL,ALL,Core,77,
40917,30SEP2021,ALL,Autism,ALL,ALL,69,
40918,30SEP2021,ALL,Autism,ALL,Capacity Building,57,
40919,30SEP2021,ALL,Autism,ALL,Capital,23,
40920,30SEP2021,ALL,Autism,ALL,Core,79,
40957,30SEP2021,ALL,Cerebral Palsy,ALL,ALL,76,
40958,30SEP2021,ALL,Cerebral Palsy,ALL,Capacity Building,63,
40959,30SEP2021,ALL,Cerebral Palsy,ALL,Capital,45,
40960,30SEP2021,ALL,Cerebral Palsy,ALL,Core,84,
40997,30SEP2021,ALL,Developmental delay,ALL,ALL,60,
40998,30SEP2021,ALL,Developmental delay,ALL,Capacity Building,59,
40999,30SEP2021,ALL,Developmental delay,ALL,Capital,26,
41000,30SEP2021,ALL,Developmental delay,ALL,Core,77,
41037,30SEP2021,ALL,Global developmental delay,ALL,ALL,60,
41038,30SEP2021,ALL,Global developmental delay,ALL,Capacity Building,57,
41039,30SEP2021,ALL,Global developmental delay,ALL,Capital,37,
41040,30SEP2021,ALL,Global developmental delay,ALL,Core,82,
41077,30SEP2021,ALL,Hearing Impairment,ALL,ALL,42,
41078,30SEP2021,ALL,Hearing Impairment,ALL,Capacity Building,39,
41079,30SEP2021,ALL,Hearing Impairment,ALL,Capital,36,
41080,30SEP2021,ALL,Hearing Impairment,ALL,Core,46,
41117,30SEP2021,ALL,Intellectual Disability,ALL,ALL,75,
41118,30SEP2021,ALL,Intellectual Disability,ALL,Capacity Building,55,
41119,30SEP2021,ALL,Intellectual Disability,ALL,Capital,23,
41120,30SEP2021,ALL,Intellectual Disability,ALL,Core,81,
41157,30SEP2021,ALL,Multiple Sclerosis,ALL,ALL,67,
41158,30SEP2021,ALL,Multiple Sclerosis,ALL,Capacity Building,58,
41159,30SEP2021,ALL,Multiple Sclerosis,ALL,Capital,45,
41160,30SEP2021,ALL,Multiple Sclerosis,ALL,Core,72,
41197,30SEP2021,ALL,Other,ALL,ALL,51,
41198,30SEP2021,ALL,Other,ALL,Capacity Building,54,
41199,30SEP2021,ALL,Other,ALL,Capital,29,
41200,30SEP2021,ALL,Other,ALL,Core,55,
41237,30SEP2021,ALL,Other Neurological,ALL,ALL,69,
41238,30SEP2021,ALL,Other Neurological,ALL,Capacity Building,61,
41239,30SEP2021,ALL,Other Neurological,ALL,Capital,45,
41240,30SEP2021,ALL,Other Neurological,ALL,Core,74,
41277,30SEP2021,ALL,Other Physical,ALL,ALL,59,
41278,30SEP2021,ALL,Other Physical,ALL,Capacity Building,56,
41279,30SEP2021,ALL,Other Physical,ALL,Capital,41,
41280,30SEP2021,ALL,Other Physical,ALL,Core,66,
41317,30SEP2021,ALL,Other Sensory/Speech,ALL,ALL,70,
41318,30SEP2021,ALL,Other Sensory/Speech,ALL,Capacity Building,69,
41319,30SEP2021,ALL,Other Sensory/Speech,ALL,Capital,49,
41320,30SEP2021,ALL,Other Sensory/Speech,ALL,Core,75,
41357,30SEP2021,ALL,Psychosocial disability,ALL,ALL,60,
41358,30SEP2021,ALL,Psychosocial disability,ALL,Capacity Building,52,
41359,30SEP2021,ALL,Psychosocial disability,ALL,Capital,29,
41360,30SEP2021,ALL,Psychosocial disability,ALL,Core,62,
41397,30SEP2021,ALL,Spinal Cord Injury,ALL,ALL,73,
41398,30SEP2021,ALL,Spinal Cord Injury,ALL,Capacity Building,59,
41399,30SEP2021,ALL,Spinal Cord Injury,ALL,Capital,43,
41400,30SEP2021,ALL,Spinal Cord Injury,ALL,Core,81,
41437,30SEP2021,ALL,Stroke,ALL,ALL,66,
41438,30SEP2021,ALL,Stroke,ALL,Capacity Building,65,
41439,30SEP2021,ALL,Stroke,ALL,Capital,34,
41440,30SEP2021,ALL,Stroke,ALL,Core,70,
41477,30SEP2021,ALL,Visual Impairment,ALL,ALL,65,
41478,30SEP2021,ALL,Visual Impairment,ALL,Capacity Building,50,
41479,30SEP2021,ALL,Visual Impairment,ALL,Capital,46,
41480,30SEP2021,ALL,Visual Impairment,ALL,Core,73,
41521,30SEP2021,Central North Metro,ALL,0 to 6,ALL,71,
41522,30SEP2021,Central North Metro,ALL,0 to 6,Capacity Building,68,
41523,30SEP2021,Central North Metro,ALL,0 to 6,Capital,43,
41524,30SEP2021,Central North Metro,ALL,0 to 6,Core,90,
41561,30SEP2021,Central North Metro,Autism,0 to 6,ALL,70,
41562,30SEP2021,Central North Metro,Autism,0 to 6,Capacity Building,69,
41563,30SEP2021,Central North Metro,Autism,0 to 6,Capital,18,
41564,30SEP2021,Central North Metro,Autism,0 to 6,Core,94,
41601,30SEP2021,Central North Metro,Cerebral Palsy,0 to 6,ALL,74,
41602,30SEP2021,Central North Metro,Cerebral Palsy,0 to 6,Capacity Building,75,
41603,30SEP2021,Central North Metro,Cerebral Palsy,0 to 6,Capital,58,
41604,30SEP2021,Central North Metro,Cerebral Palsy,0 to 6,Core,82,
41641,30SEP2021,Central North Metro,Developmental delay,0 to 6,ALL,74,
41642,30SEP2021,Central North Metro,Developmental delay,0 to 6,Capacity Building,65,
41643,30SEP2021,Central North Metro,Developmental delay,0 to 6,Capital,23,
41644,30SEP2021,Central North Metro,Developmental delay,0 to 6,Core,100,
41681,30SEP2021,Central North Metro,Global developmental delay,0 to 6,ALL,64,
41682,30SEP2021,Central North Metro,Global developmental delay,0 to 6,Capacity Building,66,
41683,30SEP2021,Central North Metro,Global developmental delay,0 to 6,Capital,38,
41684,30SEP2021,Central North Metro,Global developmental delay,0 to 6,Core,61,
41721,30SEP2021,Central North Metro,Hearing Impairment,0 to 6,ALL,46,
41722,30SEP2021,Central North Metro,Hearing Impairment,0 to 6,Capacity Building,46,
41723,30SEP2021,Central North Metro,Hearing Impairment,0 to 6,Capital,0,
41724,30SEP2021,Central North Metro,Hearing Impairment,0 to 6,Core,44,
41761,30SEP2021,Central North Metro,Intellectual Disability,0 to 6,ALL,84,
41762,30SEP2021,Central North Metro,Intellectual Disability,0 to 6,Capacity Building,73,
41763,30SEP2021,Central North Metro,Intellectual Disability,0 to 6,Capital,28,
41764,30SEP2021,Central North Metro,Intellectual Disability,0 to 6,Core,100,
41525,30SEP2021,Central North Metro,ALL,15 to 18,ALL,60,
41526,30SEP2021,Central North Metro,ALL,15 to 18,Capacity Building,51,
41527,30SEP2021,Central North Metro,ALL,15 to 18,Capital,30,
41528,30SEP2021,Central North Metro,ALL,15 to 18,Core,69,
41565,30SEP2021,Central North Metro,Autism,15 to 18,ALL,56,
41566,30SEP2021,Central North Metro,Autism,15 to 18,Capacity Building,53,
41567,30SEP2021,Central North Metro,Autism,15 to 18,Capital,17,
41568,30SEP2021,Central North Metro,Autism,15 to 18,Core,61,
41605,30SEP2021,Central North Metro,Cerebral Palsy,15 to 18,ALL,70,
41606,30SEP2021,Central North Metro,Cerebral Palsy,15 to 18,Capacity Building,55,
41607,30SEP2021,Central North Metro,Cerebral Palsy,15 to 18,Capital,36,
41608,30SEP2021,Central North Metro,Cerebral Palsy,15 to 18,Core,82,
41765,30SEP2021,Central North Metro,Intellectual Disability,15 to 18,ALL,66,
41766,30SEP2021,Central North Metro,Intellectual Disability,15 to 18,Capacity Building,50,
41767,30SEP2021,Central North Metro,Intellectual Disability,15 to 18,Capital,21,
41768,30SEP2021,Central North Metro,Intellectual Disability,15 to 18,Core,77,
41529,30SEP2021,Central North Metro,ALL,19 to 24,ALL,69,
41530,30SEP2021,Central North Metro,ALL,19 to 24,Capacity Building,57,
41531,30SEP2021,Central North Metro,ALL,19 to 24,Capital,36,
41532,30SEP2021,Central North Metro,ALL,19 to 24,Core,74,
41569,30SEP2021,Central North Metro,Autism,19 to 24,ALL,65,
41570,30SEP2021,Central North Metro,Autism,19 to 24,Capacity Building,56,
41571,30SEP2021,Central North Metro,Autism,19 to 24,Capital,15,
41572,30SEP2021,Central North Metro,Autism,19 to 24,Core,68,
41609,30SEP2021,Central North Metro,Cerebral Palsy,19 to 24,ALL,76,
41610,30SEP2021,Central North Metro,Cerebral Palsy,19 to 24,Capacity Building,80,
41611,30SEP2021,Central North Metro,Cerebral Palsy,19 to 24,Capital,56,
41612,30SEP2021,Central North Metro,Cerebral Palsy,19 to 24,Core,78,
41729,30SEP2021,Central North Metro,Hearing Impairment,19 to 24,ALL,48,
41730,30SEP2021,Central North Metro,Hearing Impairment,19 to 24,Capacity Building,30,
41732,30SEP2021,Central North Metro,Hearing Impairment,19 to 24,Core,62,
41769,30SEP2021,Central North Metro,Intellectual Disability,19 to 24,ALL,75,
41770,30SEP2021,Central North Metro,Intellectual Disability,19 to 24,Capacity Building,55,
41771,30SEP2021,Central North Metro,Intellectual Disability,19 to 24,Capital,13,
41772,30SEP2021,Central North Metro,Intellectual Disability,19 to 24,Core,81,
42009,30SEP2021,Central North Metro,Psychosocial disability,19 to 24,ALL,46,
42010,30SEP2021,Central North Metro,Psychosocial disability,19 to 24,Capacity Building,29,
42012,30SEP2021,Central North Metro,Psychosocial disability,19 to 24,Core,57,
41493,30SEP2021,Central North Metro,ABI,25 to 34,ALL,71,
41494,30SEP2021,Central North Metro,ABI,25 to 34,Capacity Building,52,
41496,30SEP2021,Central North Metro,ABI,25 to 34,Core,74,
41533,30SEP2021,Central North Metro,ALL,25 to 34,ALL,73,
41534,30SEP2021,Central North Metro,ALL,25 to 34,Capacity Building,56,
41535,30SEP2021,Central North Metro,ALL,25 to 34,Capital,42,
41536,30SEP2021,Central North Metro,ALL,25 to 34,Core,78,
41573,30SEP2021,Central North Metro,Autism,25 to 34,ALL,76,
41574,30SEP2021,Central North Metro,Autism,25 to 34,Capacity Building,55,
41575,30SEP2021,Central North Metro,Autism,25 to 34,Capital,18,
41576,30SEP2021,Central North Metro,Autism,25 to 34,Core,81,
41613,30SEP2021,Central North Metro,Cerebral Palsy,25 to 34,ALL,82,
41614,30SEP2021,Central North Metro,Cerebral Palsy,25 to 34,Capacity Building,72,
41615,30SEP2021,Central North Metro,Cerebral Palsy,25 to 34,Capital,42,
41616,30SEP2021,Central North Metro,Cerebral Palsy,25 to 34,Core,87,
41733,30SEP2021,Central North Metro,Hearing Impairment,25 to 34,ALL,34,
41734,30SEP2021,Central North Metro,Hearing Impairment,25 to 34,Capacity Building,21,
41735,30SEP2021,Central North Metro,Hearing Impairment,25 to 34,Capital,75,
41736,30SEP2021,Central North Metro,Hearing Impairment,25 to 34,Core,21,
41773,30SEP2021,Central North Metro,Intellectual Disability,25 to 34,ALL,75,
41774,30SEP2021,Central North Metro,Intellectual Disability,25 to 34,Capacity Building,59,
41775,30SEP2021,Central North Metro,Intellectual Disability,25 to 34,Capital,28,
41776,30SEP2021,Central North Metro,Intellectual Disability,25 to 34,Core,79,
41893,30SEP2021,Central North Metro,Other Neurological,25 to 34,ALL,80,
41894,30SEP2021,Central North Metro,Other Neurological,25 to 34,Capacity Building,51,
41895,30SEP2021,Central North Metro,Other Neurological,25 to 34,Capital,57,
41896,30SEP2021,Central North Metro,Other Neurological,25 to 34,Core,87,
41933,30SEP2021,Central North Metro,Other Physical,25 to 34,ALL,54,
41934,30SEP2021,Central North Metro,Other Physical,25 to 34,Capacity Building,62,
41935,30SEP2021,Central North Metro,Other Physical,25 to 34,Capital,55,
41936,30SEP2021,Central North Metro,Other Physical,25 to 34,Core,51,
42013,30SEP2021,Central North Metro,Psychosocial disability,25 to 34,ALL,57,
42014,30SEP2021,Central North Metro,Psychosocial disability,25 to 34,Capacity Building,50,
42016,30SEP2021,Central North Metro,Psychosocial disability,25 to 34,Core,59,
42133,30SEP2021,Central North Metro,Visual Impairment,25 to 34,ALL,40,
42134,30SEP2021,Central North Metro,Visual Impairment,25 to 34,Capacity Building,37,
42136,30SEP2021,Central North Metro,Visual Impairment,25 to 34,Core,44,
41497,30SEP2021,Central North Metro,ABI,35 to 44,ALL,86,
41498,30SEP2021,Central North Metro,ABI,35 to 44,Capacity Building,69,
41499,30SEP2021,Central North Metro,ABI,35 to 44,Capital,63,
41500,30SEP2021,Central North Metro,ABI,35 to 44,Core,89,
41537,30SEP2021,Central North Metro,ALL,35 to 44,ALL,75,
41538,30SEP2021,Central North Metro,ALL,35 to 44,Capacity Building,57,
41539,30SEP2021,Central North Metro,ALL,35 to 44,Capital,39,
41540,30SEP2021,Central North Metro,ALL,35 to 44,Core,80,
41577,30SEP2021,Central North Metro,Autism,35 to 44,ALL,70,
41578,30SEP2021,Central North Metro,Autism,35 to 44,Capacity Building,53,
41580,30SEP2021,Central North Metro,Autism,35 to 44,Core,75,
41617,30SEP2021,Central North Metro,Cerebral Palsy,35 to 44,ALL,84,
41618,30SEP2021,Central North Metro,Cerebral Palsy,35 to 44,Capacity Building,66,
41619,30SEP2021,Central North Metro,Cerebral Palsy,35 to 44,Capital,27,
41620,30SEP2021,Central North Metro,Cerebral Palsy,35 to 44,Core,90,
41737,30SEP2021,Central North Metro,Hearing Impairment,35 to 44,ALL,53,
41738,30SEP2021,Central North Metro,Hearing Impairment,35 to 44,Capacity Building,46,
41740,30SEP2021,Central North Metro,Hearing Impairment,35 to 44,Core,54,
41777,30SEP2021,Central North Metro,Intellectual Disability,35 to 44,ALL,75,
41778,30SEP2021,Central North Metro,Intellectual Disability,35 to 44,Capacity Building,58,
41779,30SEP2021,Central North Metro,Intellectual Disability,35 to 44,Capital,19,
41780,30SEP2021,Central North Metro,Intellectual Disability,35 to 44,Core,79,
41857,30SEP2021,Central North Metro,Other,35 to 44,ALL,42,
41858,30SEP2021,Central North Metro,Other,35 to 44,Capacity Building,44,
41860,30SEP2021,Central North Metro,Other,35 to 44,Core,49,
41897,30SEP2021,Central North Metro,Other Neurological,35 to 44,ALL,84,
41898,30SEP2021,Central North Metro,Other Neurological,35 to 44,Capacity Building,66,
41899,30SEP2021,Central North Metro,Other Neurological,35 to 44,Capital,30,
41900,30SEP2021,Central North Metro,Other Neurological,35 to 44,Core,95,
41937,30SEP2021,Central North Metro,Other Physical,35 to 44,ALL,64,
41938,30SEP2021,Central North Metro,Other Physical,35 to 44,Capacity Building,53,
41939,30SEP2021,Central North Metro,Other Physical,35 to 44,Capital,47,
41940,30SEP2021,Central North Metro,Other Physical,35 to 44,Core,70,
42017,30SEP2021,Central North Metro,Psychosocial disability,35 to 44,ALL,61,
42018,30SEP2021,Central North Metro,Psychosocial disability,35 to 44,Capacity Building,50,
42020,30SEP2021,Central North Metro,Psychosocial disability,35 to 44,Core,60,
42057,30SEP2021,Central North Metro,Spinal Cord Injury,35 to 44,ALL,89,
42058,30SEP2021,Central North Metro,Spinal Cord Injury,35 to 44,Capacity Building,66,
42059,30SEP2021,Central North Metro,Spinal Cord Injury,35 to 44,Capital,86,
42060,30SEP2021,Central North Metro,Spinal Cord Injury,35 to 44,Core,94,
41501,30SEP2021,Central North Metro,ABI,45 to 54,ALL,74,
41502,30SEP2021,Central North Metro,ABI,45 to 54,Capacity Building,66,
41503,30SEP2021,Central North Metro,ABI,45 to 54,Capital,14,
41504,30SEP2021,Central North Metro,ABI,45 to 54,Core,80,
41541,30SEP2021,Central North Metro,ALL,45 to 54,ALL,74,
41542,30SEP2021,Central North Metro,ALL,45 to 54,Capacity Building,61,
41543,30SEP2021,Central North Metro,ALL,45 to 54,Capital,37,
41544,30SEP2021,Central North Metro,ALL,45 to 54,Core,80,
41581,30SEP2021,Central North Metro,Autism,45 to 54,ALL,80,
41582,30SEP2021,Central North Metro,Autism,45 to 54,Capacity Building,55,
41584,30SEP2021,Central North Metro,Autism,45 to 54,Core,84,
41621,30SEP2021,Central North Metro,Cerebral Palsy,45 to 54,ALL,82,
41622,30SEP2021,Central North Metro,Cerebral Palsy,45 to 54,Capacity Building,73,
41623,30SEP2021,Central North Metro,Cerebral Palsy,45 to 54,Capital,40,
41624,30SEP2021,Central North Metro,Cerebral Palsy,45 to 54,Core,86,
41741,30SEP2021,Central North Metro,Hearing Impairment,45 to 54,ALL,50,
41742,30SEP2021,Central North Metro,Hearing Impairment,45 to 54,Capacity Building,60,
41744,30SEP2021,Central North Metro,Hearing Impairment,45 to 54,Core,47,
41781,30SEP2021,Central North Metro,Intellectual Disability,45 to 54,ALL,76,
41782,30SEP2021,Central North Metro,Intellectual Disability,45 to 54,Capacity Building,56,
41783,30SEP2021,Central North Metro,Intellectual Disability,45 to 54,Capital,34,
41784,30SEP2021,Central North Metro,Intellectual Disability,45 to 54,Core,82,
41821,30SEP2021,Central North Metro,Multiple Sclerosis,45 to 54,ALL,67,
41822,30SEP2021,Central North Metro,Multiple Sclerosis,45 to 54,Capacity Building,60,
41823,30SEP2021,Central North Metro,Multiple Sclerosis,45 to 54,Capital,60,
41824,30SEP2021,Central North Metro,Multiple Sclerosis,45 to 54,Core,70,
41901,30SEP2021,Central North Metro,Other Neurological,45 to 54,ALL,88,
41902,30SEP2021,Central North Metro,Other Neurological,45 to 54,Capacity Building,81,
41903,30SEP2021,Central North Metro,Other Neurological,45 to 54,Capital,69,
41904,30SEP2021,Central North Metro,Other Neurological,45 to 54,Core,91,
41941,30SEP2021,Central North Metro,Other Physical,45 to 54,ALL,51,
41942,30SEP2021,Central North Metro,Other Physical,45 to 54,Capacity Building,55,
41943,30SEP2021,Central North Metro,Other Physical,45 to 54,Capital,21,
41944,30SEP2021,Central North Metro,Other Physical,45 to 54,Core,59,
42021,30SEP2021,Central North Metro,Psychosocial disability,45 to 54,ALL,60,
42022,30SEP2021,Central North Metro,Psychosocial disability,45 to 54,Capacity Building,54,
42023,30SEP2021,Central North Metro,Psychosocial disability,45 to 54,Capital,10,
42024,30SEP2021,Central North Metro,Psychosocial disability,45 to 54,Core,61,
42061,30SEP2021,Central North Metro,Spinal Cord Injury,45 to 54,ALL,81,
42062,30SEP2021,Central North Metro,Spinal Cord Injury,45 to 54,Capacity Building,57,
42063,30SEP2021,Central North Metro,Spinal Cord Injury,45 to 54,Capital,42,
42064,30SEP2021,Central North Metro,Spinal Cord Injury,45 to 54,Core,89,
42101,30SEP2021,Central North Metro,Stroke,45 to 54,ALL,78,
42102,30SEP2021,Central North Metro,Stroke,45 to 54,Capacity Building,68,
42103,30SEP2021,Central North Metro,Stroke,45 to 54,Capital,5,
42104,30SEP2021,Central North Metro,Stroke,45 to 54,Core,85,
42141,30SEP2021,Central North Metro,Visual Impairment,45 to 54,ALL,59,
42142,30SEP2021,Central North Metro,Visual Impairment,45 to 54,Capacity Building,52,
42144,30SEP2021,Central North Metro,Visual Impairment,45 to 54,Core,59,
41505,30SEP2021,Central North Metro,ABI,55 to 64,ALL,76,
41506,30SEP2021,Central North Metro,ABI,55 to 64,Capacity Building,69,
41507,30SEP2021,Central North Metro,ABI,55 to 64,Capital,23,
41508,30SEP2021,Central North Metro,ABI,55 to 64,Core,80,
41545,30SEP2021,Central North Metro,ALL,55 to 64,ALL,69,
41546,30SEP2021,Central North Metro,ALL,55 to 64,Capacity Building,60,
41547,30SEP2021,Central North Metro,ALL,55 to 64,Capital,35,
41548,30SEP2021,Central North Metro,ALL,55 to 64,Core,73,
41585,30SEP2021,Central North Metro,Autism,55 to 64,ALL,65,
41586,30SEP2021,Central North Metro,Autism,55 to 64,Capacity Building,33,
41588,30SEP2021,Central North Metro,Autism,55 to 64,Core,74,
41625,30SEP2021,Central North Metro,Cerebral Palsy,55 to 64,ALL,69,
